Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Flow Bytes/s,Flow Packets/s,Packet Length Mean,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Label
2026-06-20 10:08:13,192.168.0.144,158.162.65.92,21633,8080,6,450346,525,79,144211,55749,444014.158,1341.191,331.0596,146.7601,1,34,1,24,54,DoS Hulk
2026-06-20 10:18:06,192.168.1.66,119.79.53.239,15740,110,6,648387,5,42,23579,17532,63405.0343,72.4876,874.7021,250.1971,0,1,1,0,15,BENIGN
2026-06-20 14:32:43,192.168.3.129,105.91.140.32,34637,22,17,602467,27,100,37262,20268,95490.7074,210.7999,452.9921,171.2871,2,3,6,19,38,SSH-Patator
2026-06-20 10:49:05,192.168.1.90,139.125.10.179,47356,53,6,1543854,58,10,5598,17663,15066.8392,44.0456,342.0735,102.9394,0,3,1,2,8,BENIGN
2026-06-20 08:23:02,192.168.3.53,61.163.123.167,53478,8080,6,324153,122,64,373373,51696,1311322.1226,573.8031,2285.3172,744.5619,2,16,10,27,86,DoS Hulk
2026-06-20 10:45:56,192.168.0.87,142.253.182.131,64061,80,6,94818,464,80,542420,23677,5970353.7303,5737.3073,1040.6195,281.512,4,74,4,25,85,DoS Hulk
2026-06-20 11:58:28,192.168.0.161,173.208.226.242,5819,993,6,413850,65,22,18889,22371,99697.9582,210.2211,474.2529,187.971,2,0,1,1,4,BENIGN
2026-06-20 09:18:39,192.168.3.83,189.156.165.43,56340,80,6,5213705,155,122,61352,166983,43795.1514,53.1292,824.3141,244.3878,0,2,3,30,106,Bot
2026-06-20 13:38:01,192.168.3.189,30.27.202.248,28449,8080,6,426818,259,50,47099,25931,171103.3743,723.962,236.343,102.382,4,92,4,31,44,DoS Hulk
2026-06-20 15:25:24,192.168.3.78,209.248.86.44,37248,110,6,1328508,53,25,24184,2811,20319.7873,58.7125,346.0897,121.4089,1,2,1,3,11,BENIGN
2026-06-20 09:28:50,192.168.2.244,37.50.234.187,30980,22,6,288340,103,125,12759,7439,70049.2474,790.7332,88.5877,27.1603,1,7,0,8,32,SSH-Patator
2026-06-20 15:39:29,192.168.2.50,45.125.67.79,43624,22,6,502776,98,129,22669,8910,62809.2829,451.4933,139.1145,64.8899,3,3,10,10,22,SSH-Patator
2026-06-20 14:39:13,192.168.2.202,162.231.58.79,56443,993,6,639720,24,31,14441,14136,44671.1061,85.9751,519.5818,256.6431,2,1,0,3,5,BENIGN
2026-06-20 15:15:43,192.168.1.120,48.240.11.234,44974,995,6,1246497,23,14,7315,27384,27837.211,29.6832,937.8108,231.1847,2,3,1,1,11,BENIGN
2026-06-20 14:29:47,192.168.0.14,219.1.28.214,54734,995,6,327875,29,51,12020,26162,116452.9165,243.9954,477.275,175.9861,2,2,1,3,13,BENIGN
2026-06-20 15:30:44,192.168.0.98,193.2.190.119,19474,443,6,878374,31,31,6076,6351,14147.7321,70.585,200.4355,90.8334,2,3,1,1,8,BENIGN
2026-06-20 15:11:00,192.168.2.194,141.103.226.225,43839,25,6,1153657,12,22,4117,6545,9241.9151,29.4715,313.5882,126.644,2,2,0,1,9,BENIGN
2026-06-20 13:15:31,192.168.3.87,99.57.53.13,27856,443,6,1253085,16,35,7754,24028,25363.0041,40.6996,623.1765,274.2658,2,2,1,3,3,BENIGN
2026-06-20 08:36:19,192.168.2.126,141.19.137.25,2037,22,6,164914,35,44,9909,4023,84480.3958,479.0376,176.3544,72.7855,4,11,5,14,11,SSH-Patator
2026-06-20 09:23:56,192.168.3.18,128.70.3.222,30221,22,6,1127698,60,56,6793,27623,30518.8091,102.8644,296.6897,103.3673,1,1,0,2,12,BENIGN
2026-06-20 11:21:20,192.168.2.111,220.149.151.110,63563,80,6,464293,373,32,181330,58275,516064.2095,872.294,591.6173,175.52,4,109,6,32,18,DoS Hulk
2026-06-20 12:52:00,192.168.2.221,56.202.56.253,22645,995,17,612272,19,5,17193,29842,76820.4327,39.1983,1959.7917,650.4182,1,3,0,2,9,BENIGN
2026-06-20 10:30:28,192.168.0.245,70.137.49.4,55244,21,6,293306,103,116,37525,55072,315701.0085,746.6605,422.8174,115.5327,2,14,2,19,49,FTP-Patator
2026-06-20 09:23:37,192.168.2.70,102.63.164.213,3120,80,17,249809,320,71,328345,20215,1395306.0138,1565.1958,891.4578,319.1352,3,79,8,30,84,DoS Hulk
2026-06-20 11:33:55,192.168.0.159,161.107.105.159,10581,869,6,9935,7,2,259,269,53145.4454,905.8883,58.6667,21.2184,3,12,8,1,1,PortScan
2026-06-20 12:42:45,192.168.3.74,54.227.183.108,3667,80,6,307929,309,58,57073,31182,286608.2766,1191.8332,240.4768,98.3424,1,41,7,10,20,DoS Hulk
2026-06-20 10:32:15,192.168.2.150,179.153.235.121,46975,110,6,1736605,59,38,18895,22648,23921.9627,55.8561,428.2784,140.2585,1,0,0,2,10,BENIGN
2026-06-20 15:28:48,192.168.2.116,98.84.127.141,17400,25,6,1720524,43,34,7495,29400,21444.0484,44.7538,479.1558,139.5458,2,1,0,0,1,BENIGN
2026-06-20 08:09:32,192.168.1.29,195.42.168.168,45653,22,17,95232,26,105,14485,49945,676558.2997,1375.588,491.8321,140.2606,4,6,1,16,64,SSH-Patator
